10000,2,2501
10,23,15,8,10,18,4,3,11,11,5,11,7,11,8,3,13,7,21,12,31,12,4,5,18,14,7,7,4,9,4,6,7,4,10,12,6,3,5,11,32,3,26,8,14,22,5,4,9,18,9,22,21,4,8,4,5,5,14,4,5,12,11,14,11,4,8,4,4,3,7,4,9,5,8,5,3,10,7,3,19,10,4,7,5,6,17,4,9,6,7,8,9,6,4,4,14,11,5,14
