10000,2,2501
5,3,3,8,5,3,3,2,5,4,4,7,3,3,3,5,3,12,5,4,3,4,4,4,5,3,3,3,2,5,5,4,2,6,5,5,3,3,2,6,6,3,5,8,2,6,4,5,6,4,5,4,11,3,6,2,8,5,6,5,4,4,2,5,5,3,5,3,6,5,3,6,6,3,7,2,3,5,7,4,2,6,7,4,8,4,3,13,2,4,2,4,4,5,4,4,5,3,11,8
