10000,2,2501
8,8,10,8,4,6,5,8,6,3,6,5,5,5,6,7,23,4,8,6,9,5,7,11,5,9,9,5,5,6,8,8,12,8,5,5,11,6,14,5,11,12,4,5,4,16,10,4,9,7,10,16,7,10,13,7,5,13,6,3,10,6,5,7,6,7,5,7,8,5,6,6,5,4,11,6,7,11,10,7,4,13,5,3,4,3,11,4,16,9,6,3,9,4,14,10,7,9,6,7
