10000,2,2501
6,12,11,16,14,5,20,12,9,6,22,7,11,20,25,6,4,14,12,15,11,8,4,8,25,9,12,8,15,4,12,9,6,8,7,9,10,6,6,8,9,4,8,15,20,13,7,29,8,10,8,11,8,33,7,16,11,23,16,9,17,6,11,16,19,11,8,23,8,10,10,16,15,6,4,10,7,8,15,23,8,10,27,12,6,6,8,13,5,17,9,11,16,24,12,9,13,25,2,29
