10000,2,2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,25,32,66,22,6,7,13,11,16,10,3,22,6,33,4,57,20,16,19,18,36,14,19,36,16,9,8,10,19,5,9,4,19,16,32,26,13,8,50,13,34,13,54,36,13,6,11,7,9,19,24,5,10,4,36,6,16,26,10,16,14,15,37,12,13,8,4,3,5,7,11,7,8,14,22,6,7,3,39,11,4,6,6,4,57,2,7,26,18,8,8,7,34,19,10,10,11,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
